fiscal_year,fund,department,class_id,class,minor_class_id,minor_class,total
2016,General Operating Fund,Health,2,Purchase of Services,284,Ground and Building Rental,$3876.00
2016,General Operating Fund,Health,2,Purchase of Services,285,Rents,$42521.00
2016,General Operating Fund,Health,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$546.00
2016,General Operating Fund,Health,3,Materials and Supplies,304,Books and Other Publications,$17051.00
2016,General Operating Fund,Health,3,Materials and Supplies,305,Building and Construction,$33600.00
2016,General Operating Fund,Health,3,Materials and Supplies,307,Chemicals and Gases,$276064.00
2016,General Operating Fund,Health,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,$22500.00
2016,General Operating Fund,Health,3,Materials and Supplies,310,Electrical and Communication,$61451.00
2016,General Operating Fund,Health,3,Materials and Supplies,312,Fire Fighting and Safety,$7662.00
2016,General Operating Fund,Health,3,Materials and Supplies,313,Food,$1150.00
2016,General Operating Fund,Health,3,Materials and Supplies,314,Fuel -- Heating and Lighting,$11900.00
2016,General Operating Fund,Health,3,Materials and Supplies,316,General Hardware and Minor Tools,$50192.00
2016,General Operating Fund,Health,3,Materials and Supplies,317,Hospital and Laboratory,$3888895.00
2016,General Operating Fund,Health,3,Materials and Supplies,318,"Janitorial, Laundry and Household",$143733.00
2016,General Operating Fund,Health,3,Materials and Supplies,320,Office Materials and Supplies,$456181.00
2016,General Operating Fund,Health,3,Materials and Supplies,323,Plumbing/air Conditioning/space Htg,$51388.00
2016,General Operating Fund,Health,3,Materials and Supplies,324,"Precision, Photographic and Artists",$72403.00
2016,General Operating Fund,Health,3,Materials and Supplies,325,Printing,$60839.00
2016,General Operating Fund,Health,3,Materials and Supplies,326,Recreational and Educational,$1105.00
2016,General Operating Fund,Health,3,Materials and Supplies,399,Other Materials and Supplies (noc),$149560.00
2016,General Operating Fund,Health,4,Equipment,417,Hospital and Laboratory,$48465.00
2016,General Operating Fund,Health,4,Equipment,420,Office Equipment,$38321.00
2016,General Operating Fund,Health,4,Equipment,427,Computer Equipment & Peripherals,$47049.00
2016,General Operating Fund,Health,4,Equipment,428,Vehicles -- Motor and Motorless,$3857.00
2016,General Operating Fund,Health,4,Equipment,430,Furniture and Furnishings,$34518.00
2016,General Operating Fund,Health,4,Equipment,499,Other Equipment (noc),$12884.00
2016,General Operating Fund,Health,8,Payments to Other Funds,804,Payments to Capital Projects Fund,$500000.00
2016,General Operating Fund,Office of Bh/mr Services,1,Personal Services,100,Salary Control,$32221.00
2016,General Operating Fund,Office of Bh/mr Services,1,Personal Services,101,Perm Full Time-civilian,$966840.00
2016,General Operating Fund,Office of Bh/mr Services,1,Personal Services,161,Overtime Civilian,$1000.00
2016,General Operating Fund,Office of Bh/mr Services,1,Personal Services,181,Shift,$5.00
2016,General Operating Fund,Office of Bh/mr Services,2,Purchase of Services,250,Professional Consult/spec Services,$862155.00
2016,General Operating Fund,Office of Bh/mr Services,2,Purchase of Services,254,Mental Health & Retardation Service,$12113355.00
2016,General Operating Fund,Recreation,1,Personal Services,100,Salary Control,$478583.00
2016,General Operating Fund,Recreation,1,Personal Services,101,Perm Full Time-civilian,$32079910.00
2016,General Operating Fund,Recreation,1,Personal Services,111,Perm Part Time,$1925243.00
2016,General Operating Fund,Recreation,1,Personal Services,121,Temporary Seasonal,$6394750.00
2016,General Operating Fund,Recreation,1,Personal Services,161,Overtime Civilian,$2366240.00
2016,General Operating Fund,Recreation,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",$84449.00
2016,General Operating Fund,Recreation,1,Personal Services,181,Shift,$99878.00
2016,General Operating Fund,Recreation,2,Purchase of Services,201,Cleaning and Laundering,$45390.00
2016,General Operating Fund,Recreation,2,Purchase of Services,202,Janitorial Services,$39900.00
2016,General Operating Fund,Recreation,2,Purchase of Services,209,Telephone,$2606.00
2016,General Operating Fund,Recreation,2,Purchase of Services,215,Licenses Permits Inspection Charges,$2194.00
2016,General Operating Fund,Recreation,2,Purchase of Services,216,Commercial Off-shelf Comp Software,$31356.00
2016,General Operating Fund,Recreation,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,$4656.00
2016,General Operating Fund,Recreation,2,Purchase of Services,240,Advertising/promotional Activities,$80.00
2016,General Operating Fund,Recreation,2,Purchase of Services,250,Professional Consult/spec Services,$7459987.00
2016,General Operating Fund,Recreation,2,Purchase of Services,253,Legal Services,$48398.00
2016,General Operating Fund,Recreation,2,Purchase of Services,255,Dues,$16540.00
2016,General Operating Fund,Recreation,2,Purchase of Services,256,Seminar and Training Sessions,$5800.00
2016,General Operating Fund,Recreation,2,Purchase of Services,257,Architectural & Engineering Srvcs,$3390.00
2016,General Operating Fund,Recreation,2,Purchase of Services,260,Repair and Maintenance Charges,$1040421.00
2016,General Operating Fund,Recreation,2,Purchase of Services,280,Insurance and Official Bonds,$13836.00
2016,General Operating Fund,Recreation,2,Purchase of Services,285,Rents,$629971.00
2016,General Operating Fund,Recreation,3,Materials and Supplies,301,Agricultural and Botanical,$33311.00
2016,General Operating Fund,Recreation,3,Materials and Supplies,304,Books and Other Publications,$769.00
2016,General Operating Fund,Recreation,3,Materials and Supplies,305,Building and Construction,$257018.00
2016,General Operating Fund,Recreation,3,Materials and Supplies,307,Chemicals and Gases,$313174.00
2016,General Operating Fund,Recreation,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,$123356.00
2016,General Operating Fund,Recreation,3,Materials and Supplies,310,Electrical and Communication,$201142.00
2016,General Operating Fund,Recreation,3,Materials and Supplies,312,Fire Fighting and Safety,$4238.00
2016,General Operating Fund,Recreation,3,Materials and Supplies,313,Food,$9571.00
2016,General Operating Fund,Recreation,3,Materials and Supplies,314,Fuel -- Heating and Lighting,$228294.00
2016,General Operating Fund,Recreation,3,Materials and Supplies,316,General Hardware and Minor Tools,$123376.00
2016,General Operating Fund,Recreation,3,Materials and Supplies,317,Hospital and Laboratory,$9738.00
2016,General Operating Fund,Recreation,3,Materials and Supplies,318,"Janitorial, Laundry and Household",$278757.00
2016,General Operating Fund,Recreation,3,Materials and Supplies,320,Office Materials and Supplies,$36849.00
2016,General Operating Fund,Recreation,3,Materials and Supplies,322,Small Power Tools and Hand Tools,$44834.00
2016,General Operating Fund,Recreation,3,Materials and Supplies,323,Plumbing/air Conditioning/space Htg,$343933.00
2016,General Operating Fund,Recreation,3,Materials and Supplies,324,"Precision, Photographic and Artists",$33998.00
2016,General Operating Fund,Recreation,3,Materials and Supplies,326,Recreational and Educational,$193706.00
2016,General Operating Fund,Recreation,3,Materials and Supplies,328,Motor Vehicle Parts and Accessories,$6349.00
2016,General Operating Fund,Recreation,3,Materials and Supplies,342,Liquid Propane Gas (lpg),$14753.00
2016,General Operating Fund,Recreation,3,Materials and Supplies,399,Other Materials and Supplies (noc),$46456.00
2016,General Operating Fund,Recreation,4,Equipment,411,General Equipment and Machinery,$98072.00
2016,General Operating Fund,Recreation,4,Equipment,420,Office Equipment,$10468.00
2016,General Operating Fund,Recreation,4,Equipment,423,Plumbing/air Conditioning/space Htg,$43015.00
2016,General Operating Fund,Recreation,4,Equipment,426,Recreational and Educational,$48755.00
2016,General Operating Fund,Recreation,4,Equipment,427,Computer Equipment & Peripherals,$79118.00
2016,General Operating Fund,Recreation,4,Equipment,428,Vehicles -- Motor and Motorless,$50000.00
2016,General Operating Fund,Recreation,4,Equipment,430,Furniture and Furnishings,$21950.00
2016,General Operating Fund,Recreation,4,Equipment,499,Other Equipment (noc),$18805.00
2016,General Operating Fund,Recreation,5,"Contributions, Indemnities, Refunds, Taxes",505,Contributions-ed & Non-prof Rec Org,$2427500.00
2016,General Operating Fund,Atwater Kent Museum,1,Personal Services,101,Perm Full Time-civilian,$240424.00
2016,General Operating Fund,Atwater Kent Museum,1,Personal Services,161,Overtime Civilian,$2843.00
2016,General Operating Fund,Atwater Kent Museum,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",$207.00
2016,General Operating Fund,Atwater Kent Museum,1,Personal Services,181,Shift,$24.00
2016,General Operating Fund,Atwater Kent Museum,5,"Contributions, Indemnities, Refunds, Taxes",517,Contributions-gov & Non-prof Not Ed,$50000.00
2016,General Operating Fund,Public Property,1,Personal Services,100,Salary Control,$65590.00
2016,General Operating Fund,Public Property,1,Personal Services,101,Perm Full Time-civilian,$7631652.00
2016,General Operating Fund,Public Property,1,Personal Services,121,Temporary Seasonal,$123400.00
2016,General Operating Fund,Public Property,1,Personal Services,161,Overtime Civilian,$535200.00
2016,General Operating Fund,Public Property,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",$33232.00
2016,General Operating Fund,Public Property,1,Personal Services,181,Shift,$11009.00
2016,General Operating Fund,Public Property,2,Purchase of Services,201,Cleaning and Laundering,$70830.00
2016,General Operating Fund,Public Property,2,Purchase of Services,202,Janitorial Services,$4846043.00
2016,General Operating Fund,Public Property,2,Purchase of Services,209,Telephone,$847.00
2016,General Operating Fund,Public Property,2,Purchase of Services,210,Postage,$5948.00
2016,General Operating Fund,Public Property,2,Purchase of Services,211,Transportation,$17833.00
2016,General Operating Fund,Public Property,2,Purchase of Services,220,Electric Current-structures/streets,$24622143.00
2016,General Operating Fund,Public Property,2,Purchase of Services,221,Gas Services,$6332191.00
2016,General Operating Fund,Public Property,2,Purchase of Services,222,Steam for Heating,$2024000.00
2016,General Operating Fund,Public Property,2,Purchase of Services,250,Professional Consult/spec Services,$90759489.00
2016,General Operating Fund,Public Property,2,Purchase of Services,251,Information Technology-prof Service,$32000.00
2016,General Operating Fund,Public Property,2,Purchase of Services,256,Seminar and Training Sessions,$10000.00
2016,General Operating Fund,Public Property,2,Purchase of Services,257,Architectural & Engineering Srvcs,$25000.00
2016,General Operating Fund,Public Property,2,Purchase of Services,260,Repair and Maintenance Charges,$5277643.00
2016,General Operating Fund,Public Property,2,Purchase of Services,284,Ground and Building Rental,$20624429.00
2016,General Operating Fund,Public Property,2,Purchase of Services,285,Rents,$369.00
2016,General Operating Fund,Public Property,2,Purchase of Services,298,Payments for Burials and Graves,$5343.00
2016,General Operating Fund,Public Property,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$64663.00
2016,General Operating Fund,Public Property,3,Materials and Supplies,304,Books and Other Publications,$1189.00
2016,General Operating Fund,Public Property,3,Materials and Supplies,305,Building and Construction,$232682.00
2016,General Operating Fund,Public Property,3,Materials and Supplies,307,Chemicals and Gases,$31719.00
2016,General Operating Fund,Public Property,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,$45886.00
2016,General Operating Fund,Public Property,3,Materials and Supplies,310,Electrical and Communication,$214941.00
2016,General Operating Fund,Public Property,3,Materials and Supplies,311,General Equipment and Machinery,$31902.00
2016,General Operating Fund,Public Property,3,Materials and Supplies,312,Fire Fighting and Safety,$13800.00
2016,General Operating Fund,Public Property,3,Materials and Supplies,314,Fuel -- Heating and Lighting,$117000.00
2016,General Operating Fund,Public Property,3,Materials and Supplies,316,General Hardware and Minor Tools,$66245.00
2016,General Operating Fund,Public Property,3,Materials and Supplies,318,"Janitorial, Laundry and Household",$32486.00
2016,General Operating Fund,Public Property,3,Materials and Supplies,320,Office Materials and Supplies,$36778.00
2016,General Operating Fund,Public Property,3,Materials and Supplies,322,Small Power Tools and Hand Tools,$24500.00
2016,General Operating Fund,Public Property,3,Materials and Supplies,323,Plumbing/air Conditioning/space Htg,$263702.00
2016,General Operating Fund,Public Property,3,Materials and Supplies,324,"Precision, Photographic and Artists",$27241.00
2016,General Operating Fund,Public Property,3,Materials and Supplies,325,Printing,$1631.00
2016,General Operating Fund,Public Property,3,Materials and Supplies,328,Motor Vehicle Parts and Accessories,$14000.00
2016,General Operating Fund,Public Property,3,Materials and Supplies,340,#2 Diesel Fuel,$10000.00
2016,General Operating Fund,Public Property,3,Materials and Supplies,345,Gasoline,$32419.00
