fiscal_year,fund,department,class_id,class,subclass_id,subclass,total
2017,General Operating Fund,Police,03,Materials and Supplies,0308,Dry Goods/Notions/Wearing Apparel,3561519
2017,General Operating Fund,Police,03,Materials and Supplies,0309,Cordage and Fibers,6544
2017,General Operating Fund,Police,03,Materials and Supplies,0310,Electrical and Communication,39551
2017,General Operating Fund,Police,03,Materials and Supplies,0310,Electrical and Communication,7880
2017,General Operating Fund,Police,03,Materials and Supplies,0310,Electrical and Communication,1500
2017,General Operating Fund,Police,03,Materials and Supplies,0311,General Equipment and Machinery,1500
2017,General Operating Fund,Police,03,Materials and Supplies,0311,General Equipment and Machinery,32000
2017,General Operating Fund,Police,03,Materials and Supplies,0312,Fire Fighting and Safety,2000
2017,General Operating Fund,Police,03,Materials and Supplies,0312,Fire Fighting and Safety,71256
2017,General Operating Fund,Police,03,Materials and Supplies,0312,Fire Fighting and Safety,1994590
2017,General Operating Fund,Police,03,Materials and Supplies,0313,Food,1025
2017,General Operating Fund,Police,03,Materials and Supplies,0313,Food,550
2017,General Operating Fund,Police,03,Materials and Supplies,0313,Food,185500
2017,General Operating Fund,Police,03,Materials and Supplies,0316,General Hardware and Minor Tools,400
2017,General Operating Fund,Police,03,Materials and Supplies,0316,General Hardware and Minor Tools,7811
2017,General Operating Fund,Police,03,Materials and Supplies,0316,General Hardware and Minor Tools,8000
2017,General Operating Fund,Police,03,Materials and Supplies,0317,Hospital and Laboratory,5261
2017,General Operating Fund,Police,03,Materials and Supplies,0317,Hospital and Laboratory,28051
2017,General Operating Fund,Police,03,Materials and Supplies,0317,Hospital and Laboratory,866887
2017,General Operating Fund,Police,03,Materials and Supplies,0318,"Janitorial, Laundry and Household",1699
2017,General Operating Fund,Police,03,Materials and Supplies,0318,"Janitorial, Laundry and Household",1000
2017,General Operating Fund,Police,03,Materials and Supplies,0318,"Janitorial, Laundry and Household",263540
2017,General Operating Fund,Police,03,Materials and Supplies,0319,Nautical and Aeronautical,361368
2017,General Operating Fund,Police,03,Materials and Supplies,0320,Office Materials and Supplies,549451
2017,General Operating Fund,Police,03,Materials and Supplies,0320,Office Materials and Supplies,7498
2017,General Operating Fund,Police,03,Materials and Supplies,0320,Office Materials and Supplies,6132
2017,General Operating Fund,Police,03,Materials and Supplies,0322,Small Power Tools and Hand Tools,450
2017,General Operating Fund,Police,03,Materials and Supplies,0324,"Precision, Photographic and Artists",5950
2017,General Operating Fund,Police,03,Materials and Supplies,0324,"Precision, Photographic and Artists",709617
2017,General Operating Fund,Police,03,Materials and Supplies,0324,"Precision, Photographic and Artists",25056
2017,General Operating Fund,Police,03,Materials and Supplies,0325,Printing,162442
2017,General Operating Fund,Police,03,Materials and Supplies,0325,Printing,6050
2017,General Operating Fund,Police,03,Materials and Supplies,0328,Motor Vehicle Parts and Accessories,42000
2017,General Operating Fund,Police,03,Materials and Supplies,0340,#2 Diesel Fuel,3000
2017,General Operating Fund,Police,03,Materials and Supplies,0342,Liquid Propane Gas (Lpg),1000
2017,General Operating Fund,Police,03,Materials and Supplies,0342,Liquid Propane Gas (Lpg),5048
2017,General Operating Fund,Police,03,Materials and Supplies,0345,Gasoline,135000
2017,General Operating Fund,Police,04,Equipment,0405,"Construction, Dredging, Conveying",2770
2017,General Operating Fund,Police,04,Equipment,0410,Electrical Lighting Communication,5192
2017,General Operating Fund,Police,04,Equipment,0410,Electrical Lighting Communication,1355
2017,General Operating Fund,Police,04,Equipment,0410,Electrical Lighting Communication,1500
2017,General Operating Fund,Police,04,Equipment,0412,Fire Fighting and Emergency,1075584
2017,General Operating Fund,Police,04,Equipment,0417,Hospital and Laboratory,7250
2017,General Operating Fund,Police,04,Equipment,0418,Janitorial and Laundry,831
2017,General Operating Fund,Police,04,Equipment,0420,Office Equipment,70770
2017,General Operating Fund,Police,04,Equipment,0420,Office Equipment,3743
2017,General Operating Fund,Police,04,Equipment,0420,Office Equipment,7903
2017,General Operating Fund,Police,04,Equipment,0424,"Precision, Photographic and Artist",1500
2017,General Operating Fund,Police,04,Equipment,0424,"Precision, Photographic and Artist",350000
2017,General Operating Fund,Police,04,Equipment,0426,Recreational and Educational,125
2017,General Operating Fund,Police,04,Equipment,0427,Computer Equipment & Peripherals,6761
2017,General Operating Fund,Police,04,Equipment,0427,Computer Equipment & Peripherals,50000
2017,General Operating Fund,Police,04,Equipment,0430,Furniture and Furnishings,100000
2017,General Operating Fund,Police,04,Equipment,0430,Furniture and Furnishings,23000
2017,General Operating Fund,Police,04,Equipment,0430,Furniture and Furnishings,4000
2017,General Operating Fund,Streets,01,Personal Services,0100,Salary Control,54736
2017,General Operating Fund,Streets,01,Personal Services,0100,Salary Control,23713
2017,General Operating Fund,Streets,01,Personal Services,0100,Salary Control,32605
2017,General Operating Fund,Streets,01,Personal Services,0100,Salary Control,250274
2017,General Operating Fund,Streets,01,Personal Services,0100,Salary Control,44552
2017,General Operating Fund,Streets,01,Personal Services,0100,Salary Control,101470
2017,General Operating Fund,Streets,01,Personal Services,0101,Perm Full Time-Civilian,6404582
2017,General Operating Fund,Streets,01,Personal Services,0101,Perm Full Time-Civilian,2961688
2017,General Operating Fund,Streets,01,Personal Services,0101,Perm Full Time-Civilian,2743545
2017,General Operating Fund,Streets,01,Personal Services,0101,Perm Full Time-Civilian,43146636
2017,General Operating Fund,Streets,01,Personal Services,0101,Perm Full Time-Civilian,886011
2017,General Operating Fund,Streets,01,Personal Services,0101,Perm Full Time-Civilian,6900019
2017,General Operating Fund,Streets,01,Personal Services,0102,Dual/Relief-Full Time-Civilian,18853
2017,General Operating Fund,Streets,01,Personal Services,0102,Dual/Relief-Full Time-Civilian,148245
2017,General Operating Fund,Streets,01,Personal Services,0102,Dual/Relief-Full Time-Civilian,164633
2017,General Operating Fund,Streets,01,Personal Services,0109,Plus/Minus Gross Adj,191151
2017,General Operating Fund,Streets,01,Personal Services,0109,Plus/Minus Gross Adj,7403
2017,General Operating Fund,Streets,01,Personal Services,0109,Plus/Minus Gross Adj,17608
2017,General Operating Fund,Streets,01,Personal Services,0109,Plus/Minus Gross Adj,3285
2017,General Operating Fund,Streets,01,Personal Services,0109,Plus/Minus Gross Adj,8903
2017,General Operating Fund,Streets,01,Personal Services,0109,Plus/Minus Gross Adj,2248
2017,General Operating Fund,Streets,01,Personal Services,0121,Temporary/Seasonal,56747
2017,General Operating Fund,Streets,01,Personal Services,0121,Temporary/Seasonal,41559
2017,General Operating Fund,Streets,01,Personal Services,0121,Temporary/Seasonal,134018
2017,General Operating Fund,Streets,01,Personal Services,0121,Temporary/Seasonal,49071
2017,General Operating Fund,Streets,01,Personal Services,0161,Overtime-Civilian,1290157
2017,General Operating Fund,Streets,01,Personal Services,0161,Overtime-Civilian,257006
2017,General Operating Fund,Streets,01,Personal Services,0161,Overtime-Civilian,44968
2017,General Operating Fund,Streets,01,Personal Services,0161,Overtime-Civilian,5805212
2017,General Operating Fund,Streets,01,Personal Services,0161,Overtime-Civilian,167796
2017,General Operating Fund,Streets,01,Personal Services,0161,Overtime-Civilian,132281
2017,General Operating Fund,Streets,01,Personal Services,0162,Overtime/Shift-Dual/Relief,28057
2017,General Operating Fund,Streets,01,Personal Services,0162,Overtime/Shift-Dual/Relief,91324
2017,General Operating Fund,Streets,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",15939
2017,General Operating Fund,Streets,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",27388
2017,General Operating Fund,Streets,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",122820
2017,General Operating Fund,Streets,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",695
2017,General Operating Fund,Streets,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",3939
2017,General Operating Fund,Streets,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",3351
2017,General Operating Fund,Streets,01,Personal Services,0172,"Holiday ""G""(2/3 Shift) Dual/Relief",707
2017,General Operating Fund,Streets,01,Personal Services,0172,"Holiday ""G""(2/3 Shift) Dual/Relief",291
2017,General Operating Fund,Streets,01,Personal Services,0181,Shift,230981
2017,General Operating Fund,Streets,01,Personal Services,0181,Shift,9767
2017,General Operating Fund,Streets,01,Personal Services,0181,Shift,13184
2017,General Operating Fund,Streets,01,Personal Services,0181,Shift,1526
2017,General Operating Fund,Streets,01,Personal Services,0181,Shift,1141
2017,General Operating Fund,Streets,01,Personal Services,0181,Shift,1300
2017,General Operating Fund,Streets,01,Personal Services,0199,Sick Pay(b Time)-Civilian,32431
2017,General Operating Fund,Streets,01,Personal Services,0199,Sick Pay(b Time)-Civilian,23493
2017,General Operating Fund,Streets,01,Personal Services,0199,Sick Pay(b Time)-Civilian,8295
2017,General Operating Fund,Streets,02,Purchase of Services,0201,Cleaning and Laundering,500
2017,General Operating Fund,Streets,02,Purchase of Services,0201,Cleaning and Laundering,760
2017,General Operating Fund,Streets,02,Purchase of Services,0201,Cleaning and Laundering,3000
2017,General Operating Fund,Streets,02,Purchase of Services,0201,Cleaning and Laundering,1918
2017,General Operating Fund,Streets,02,Purchase of Services,0205,Refuse/Garbage/Silt/Sludge Removal,48500
2017,General Operating Fund,Streets,02,Purchase of Services,0205,Refuse/Garbage/Silt/Sludge Removal,38151571
2017,General Operating Fund,Streets,02,Purchase of Services,0205,Refuse/Garbage/Silt/Sludge Removal,9750
2017,General Operating Fund,Streets,02,Purchase of Services,0209,Telephone,621
2017,General Operating Fund,Streets,02,Purchase of Services,0210,Postage,1000
2017,General Operating Fund,Streets,02,Purchase of Services,0211,Transportation,631
2017,General Operating Fund,Streets,02,Purchase of Services,0211,Transportation,26239
2017,General Operating Fund,Streets,02,Purchase of Services,0211,Transportation,9000
2017,General Operating Fund,Streets,02,Purchase of Services,0211,Transportation,200
2017,General Operating Fund,Streets,02,Purchase of Services,0215,Licenses Permits Inspection Charges,1350
2017,General Operating Fund,Streets,02,Purchase of Services,0240,Advertising/Promotional Activities,3389
2017,General Operating Fund,Streets,02,Purchase of Services,0240,Advertising/Promotional Activities,472000
2017,General Operating Fund,Streets,02,Purchase of Services,0240,Advertising/Promotional Activities,2502
2017,General Operating Fund,Streets,02,Purchase of Services,0250,Professional Consult/Spec Services,245998
2017,General Operating Fund,Streets,02,Purchase of Services,0250,Professional Consult/Spec Services,214330
2017,General Operating Fund,Streets,02,Purchase of Services,0250,Professional Consult/Spec Services,1580677
2017,General Operating Fund,Streets,02,Purchase of Services,0250,Professional Consult/Spec Services,1629259
2017,General Operating Fund,Streets,02,Purchase of Services,0250,Professional Consult/Spec Services,165105
2017,General Operating Fund,Streets,02,Purchase of Services,0250,Professional Consult/Spec Services,121661
