FY,FM,Char,Character Title,Sub-obj,Sub-object Title,Fund,Dept,Original Appn Balance,Total  (Original Appn Balance) No.8,Total  (Original Appn Balance) No.7,Total  (Original Appn Balance) No.6,Total  (Original Appn Balance) No.5,Total  (Original Appn Balance) No.4,Total  (Original Appn Balance) No.3,Total  (Original Appn Balance) No.2,Total  (Original Appn Balance) No.1,Fund Title,Department Title
2018,1,3,03 MATERIALS AND SUPPLIES,310,ELECTRICAL AND COMMUNICATION        0310,10,4,12901,93485203,93485203,93485203,74159861,12901,1261459,12901,93485203,010 GENERAL OPERATING FD,04 MDO-OFFICE OF TECHNOLOGY
2018,1,3,03 MATERIALS AND SUPPLIES,310,ELECTRICAL AND COMMUNICATION        0310,10,4,1059426,94544629,94544629,94544629,75219287,1072327,1261459,1072327,94544629,010 GENERAL OPERATING FD,04 MDO-OFFICE OF TECHNOLOGY
2018,1,3,03 MATERIALS AND SUPPLIES,310,ELECTRICAL AND COMMUNICATION        0310,10,4,189132,94733761,94733761,94733761,75408419,1261459,1261459,1261459,94733761,010 GENERAL OPERATING FD,04 MDO-OFFICE OF TECHNOLOGY
2018,1,3,03 MATERIALS AND SUPPLIES,312,FIRE FIGHTING AND SAFETY            0312,10,4,19152,94752913,94752913,94752913,75427571,1280611,19152,19152,94752913,010 GENERAL OPERATING FD,04 MDO-OFFICE OF TECHNOLOGY
2018,1,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES       0320,10,4,69625,94822538,94822538,94822538,75497196,1350236,133323,69625,94822538,010 GENERAL OPERATING FD,04 MDO-OFFICE OF TECHNOLOGY
2018,1,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES       0320,10,4,63698,94886236,94886236,94886236,75560894,1413934,133323,133323,94886236,010 GENERAL OPERATING FD,04 MDO-OFFICE OF TECHNOLOGY
2018,1,3,03 MATERIALS AND SUPPLIES,324,"PRECISION, PHOTOGRAPHIC AND ARTISTS 0324",10,4,12000,94898236,94898236,94898236,75572894,1425934,12000,12000,94898236,010 GENERAL OPERATING FD,04 MDO-OFFICE OF TECHNOLOGY
2018,1,3,03 MATERIALS AND SUPPLIES,325,PRINTING                            0325,10,4,620,94898856,94898856,94898856,75573514,1426554,620,620,94898856,010 GENERAL OPERATING FD,04 MDO-OFFICE OF TECHNOLOGY
2018,1,3,03 MATERIALS AND SUPPLIES,399,OTHER MATERIALS AND SUPPLIES (NOC)  0399,10,4,7339,94906195,94906195,94906195,75580853,1433893,7339,7339,94906195,010 GENERAL OPERATING FD,04 MDO-OFFICE OF TECHNOLOGY
2018,1,4,04 EQUIPMENT,410,ELECTRICAL LIGHTING COMMUNICATION   0410,10,4,401000,95307195,95307195,95307195,75981853,401000,401000,401000,95307195,010 GENERAL OPERATING FD,04 MDO-OFFICE OF TECHNOLOGY
2018,1,4,04 EQUIPMENT,423,PLUMBING/AIR CONDITIONING/SPACE HTG 0423,10,4,45000,95352195,95352195,95352195,76026853,446000,45000,45000,95352195,010 GENERAL OPERATING FD,04 MDO-OFFICE OF TECHNOLOGY
2018,1,4,04 EQUIPMENT,424,"PRECISION, PHOTOGRAPHIC AND ARTIST  0424",10,4,4000,95356195,95356195,95356195,76030853,450000,4000,4000,95356195,010 GENERAL OPERATING FD,04 MDO-OFFICE OF TECHNOLOGY
2018,1,4,04 EQUIPMENT,427,COMPUTER EQUIPMENT & PERIPHERALS    0427,10,4,84778,95440973,95440973,95440973,76115631,534778,6217761,84778,95440973,010 GENERAL OPERATING FD,04 MDO-OFFICE OF TECHNOLOGY
2018,1,4,04 EQUIPMENT,427,COMPUTER EQUIPMENT & PERIPHERALS    0427,10,4,2433027,97874000,97874000,97874000,78548658,2967805,6217761,2517805,97874000,010 GENERAL OPERATING FD,04 MDO-OFFICE OF TECHNOLOGY
2018,1,4,04 EQUIPMENT,427,COMPUTER EQUIPMENT & PERIPHERALS    0427,10,4,2511553,100385553,100385553,100385553,81060211,5479358,6217761,5029358,100385553,010 GENERAL OPERATING FD,04 MDO-OFFICE OF TECHNOLOGY
2018,1,4,04 EQUIPMENT,427,COMPUTER EQUIPMENT & PERIPHERALS    0427,10,4,1188403,101573956,101573956,101573956,82248614,6667761,6217761,6217761,101573956,010 GENERAL OPERATING FD,04 MDO-OFFICE OF TECHNOLOGY
2018,1,4,04 EQUIPMENT,430,FURNITURE AND FURNISHINGS           0430,10,4,1484196,103058152,103058152,103058152,83732810,8151957,1488894,1484196,103058152,010 GENERAL OPERATING FD,04 MDO-OFFICE OF TECHNOLOGY
2018,1,4,04 EQUIPMENT,430,FURNITURE AND FURNISHINGS           0430,10,4,4698,103062850,103062850,103062850,83737508,8156655,1488894,1488894,103062850,010 GENERAL OPERATING FD,04 MDO-OFFICE OF TECHNOLOGY
2018,1,1,01 PERSONAL SERVICES,100,SALARY CONTROL                      0100,10,5,69581,103132431,103132431,103132431,69581,69581,69581,69581,103132431,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,5,256575,103389006,103389006,103389006,326156,326156,3765969,256575,103389006,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,5,640373,104029379,104029379,104029379,966529,966529,3765969,896948,104029379,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,5,857662,104887041,104887041,104887041,1824191,1824191,3765969,1754610,104887041,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,5,477015,105364056,105364056,105364056,2301206,2301206,3765969,2231625,105364056,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,5,989334,106353390,106353390,106353390,3290540,3290540,3765969,3220959,106353390,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,5,545010,106898400,106898400,106898400,3835550,3835550,3765969,3765969,106898400,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION                      0211,10,5,1500,106899900,106899900,106899900,3837050,1500,60500,1500,106899900,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION                      0211,10,5,5000,106904900,106904900,106904900,3842050,6500,60500,6500,106904900,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION                      0211,10,5,8000,106912900,106912900,106912900,3850050,14500,60500,14500,106912900,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION                      0211,10,5,1000,106913900,106913900,106913900,3851050,15500,60500,15500,106913900,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION                      0211,10,5,10000,106923900,106923900,106923900,3861050,25500,60500,25500,106923900,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION                      0211,10,5,35000,106958900,106958900,106958900,3896050,60500,60500,60500,106958900,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES  0250,10,5,104000,107062900,107062900,107062900,4000050,164500,564680,104000,107062900,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES  0250,10,5,89000,107151900,107151900,107151900,4089050,253500,564680,193000,107151900,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES  0250,10,5,340000,107491900,107491900,107491900,4429050,593500,564680,533000,107491900,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES  0250,10,5,5000,107496900,107496900,107496900,4434050,598500,564680,538000,107496900,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES  0250,10,5,26680,107523580,107523580,107523580,4460730,625180,564680,564680,107523580,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,2,02 PURCHASE OF SERVICES,255,DUES                                0255,10,5,295,107523875,107523875,107523875,4461025,625475,85295,295,107523875,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,2,02 PURCHASE OF SERVICES,255,DUES                                0255,10,5,85000,107608875,107608875,107608875,4546025,710475,85295,85295,107608875,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,2,02 PURCHASE OF SERVICES,256,SEMINAR AND TRAINING SESSIONS       0256,10,5,1000,107609875,107609875,107609875,4547025,711475,1000,1000,107609875,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,2,02 PURCHASE OF SERVICES,260,REPAIR AND MAINTENANCE CHARGES      0260,10,5,10000,107619875,107619875,107619875,4557025,721475,26000,10000,107619875,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,2,02 PURCHASE OF SERVICES,260,REPAIR AND MAINTENANCE CHARGES      0260,10,5,16000,107635875,107635875,107635875,4573025,737475,26000,26000,107635875,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,2,02 PURCHASE OF SERVICES,266,MAINT/SUPPORT-COMPUTR HARDWARE/SOFT 0266,10,5,5571,107641446,107641446,107641446,4578596,743046,5571,5571,107641446,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,3,03 MATERIALS AND SUPPLIES,304,BOOKS AND OTHER PUBLICATIONS        0304,10,5,3500,107644946,107644946,107644946,4582096,3500,3500,3500,107644946,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,3,03 MATERIALS AND SUPPLIES,313,FOOD                                0313,10,5,6000,107650946,107650946,107650946,4588096,9500,18050,6000,107650946,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,3,03 MATERIALS AND SUPPLIES,313,FOOD                                0313,10,5,6000,107656946,107656946,107656946,4594096,15500,18050,12000,107656946,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,3,03 MATERIALS AND SUPPLIES,313,FOOD                                0313,10,5,1050,107657996,107657996,107657996,4595146,16550,18050,13050,107657996,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,3,03 MATERIALS AND SUPPLIES,313,FOOD                                0313,10,5,5000,107662996,107662996,107662996,4600146,21550,18050,18050,107662996,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES       0320,10,5,3000,107665996,107665996,107665996,4603146,24550,20104,3000,107665996,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES       0320,10,5,1000,107666996,107666996,107666996,4604146,25550,20104,4000,107666996,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES       0320,10,5,12604,107679600,107679600,107679600,4616750,38154,20104,16604,107679600,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES       0320,10,5,2000,107681600,107681600,107681600,4618750,40154,20104,18604,107681600,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES       0320,10,5,1500,107683100,107683100,107683100,4620250,41654,20104,20104,107683100,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,3,03 MATERIALS AND SUPPLIES,325,PRINTING                            0325,10,5,10000,107693100,107693100,107693100,4630250,51654,11500,10000,107693100,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,3,03 MATERIALS AND SUPPLIES,325,PRINTING                            0325,10,5,1500,107694600,107694600,107694600,4631750,53154,11500,11500,107694600,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,4,04 EQUIPMENT,423,PLUMBING/AIR CONDITIONING/SPACE HTG 0423,10,5,2391,107696991,107696991,107696991,4634141,2391,2391,2391,107696991,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",504,MERITORIOUS AWARDS                  0504,10,5,200000,107896991,107896991,107896991,4834141,200000,200000,200000,107896991,010 GENERAL OPERATING FD,05 MAYOR'S OFFICE
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,8,230000,108126991,108126991,108126991,230000,230000,230000,230000,108126991,010 GENERAL OPERATING FD,08 MAYOR'S OFFICE-COMMUNITY SERVICES
2018,1,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES  0250,10,8,1445000,109571991,109571991,109571991,1675000,1445000,1445000,1445000,109571991,010 GENERAL OPERATING FD,08 MAYOR'S OFFICE-COMMUNITY SERVICES
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,10,1109407,110681398,110681398,110681398,1109407,1109407,19186245,1109407,110681398,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,10,366683,111048081,111048081,111048081,1476090,1476090,19186245,1476090,111048081,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,10,539950,111588031,111588031,111588031,2016040,2016040,19186245,2016040,111588031,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,10,2328828,113916859,113916859,113916859,4344868,4344868,19186245,4344868,113916859,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,10,695488,114612347,114612347,114612347,5040356,5040356,19186245,5040356,114612347,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,10,787220,115399567,115399567,115399567,5827576,5827576,19186245,5827576,115399567,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,10,585000,115984567,115984567,115984567,6412576,6412576,19186245,6412576,115984567,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,10,240000,116224567,116224567,116224567,6652576,6652576,19186245,6652576,116224567,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,10,2075063,118299630,118299630,118299630,8727639,8727639,19186245,8727639,118299630,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,10,604256,118903886,118903886,118903886,9331895,9331895,19186245,9331895,118903886,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,10,577345,119481231,119481231,119481231,9909240,9909240,19186245,9909240,119481231,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,10,374093,119855324,119855324,119855324,10283333,10283333,19186245,10283333,119855324,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,10,786636,120641960,120641960,120641960,11069969,11069969,19186245,11069969,120641960,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,10,721002,121362962,121362962,121362962,11790971,11790971,19186245,11790971,121362962,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,10,2443306,123806268,123806268,123806268,14234277,14234277,19186245,14234277,123806268,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,1,01 PERSONAL SERVICES,101,PERM FULL TIME-CIVILIAN             0101,10,10,4951968,128758236,128758236,128758236,19186245,19186245,19186245,19186245,128758236,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,1,01 PERSONAL SERVICES,105,PERM FULL TIME-UNIFORM              0105,10,10,111000,128869236,128869236,128869236,19297245,19297245,111000,111000,128869236,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,1,01 PERSONAL SERVICES,111,PERM PART TIME                      0111,10,10,220780,129090016,129090016,129090016,19518025,19518025,220780,220780,129090016,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,1,01 PERSONAL SERVICES,121,TEMPORARY/SEASONAL                  0121,10,10,92065,129182081,129182081,129182081,19610090,19610090,309507,92065,129182081,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,1,01 PERSONAL SERVICES,121,TEMPORARY/SEASONAL                  0121,10,10,217442,129399523,129399523,129399523,19827532,19827532,309507,309507,129399523,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,1,01 PERSONAL SERVICES,161,OVERTIME-CIVILIAN                   0161,10,10,96980,129496503,129496503,129496503,19924512,19924512,397676,96980,129496503,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,1,01 PERSONAL SERVICES,161,OVERTIME-CIVILIAN                   0161,10,10,300696,129797199,129797199,129797199,20225208,20225208,397676,397676,129797199,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,1,01 PERSONAL SERVICES,171,"HOLIDAY ""G""(2/3 SHIFTS)             0171",10,10,4000,129801199,129801199,129801199,20229208,20229208,4000,4000,129801199,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,1,01 PERSONAL SERVICES,181,SHIFT                               0181,10,10,1140,129802339,129802339,129802339,20230348,20230348,1140,1140,129802339,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,1,01 PERSONAL SERVICES,199,SICK PAY(B TIME)-CIVILIAN           0199,10,10,658,129802997,129802997,129802997,20231006,20231006,658,658,129802997,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,2,02 PURCHASE OF SERVICES,205,REFUSE/GARBAGE/SILT/SLUDGE REMOVAL  0205,10,10,1000,129803997,129803997,129803997,20232006,1000,1000,1000,129803997,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,2,02 PURCHASE OF SERVICES,209,TELEPHONE                           0209,10,10,1000,129804997,129804997,129804997,20233006,2000,2000,1000,129804997,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,2,02 PURCHASE OF SERVICES,209,TELEPHONE                           0209,10,10,1000,129805997,129805997,129805997,20234006,3000,2000,2000,129805997,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,2,02 PURCHASE OF SERVICES,210,POSTAGE                             0210,10,10,1000,129806997,129806997,129806997,20235006,4000,21000,1000,129806997,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,2,02 PURCHASE OF SERVICES,210,POSTAGE                             0210,10,10,20000,129826997,129826997,129826997,20255006,24000,21000,21000,129826997,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION                      0211,10,10,1000,129827997,129827997,129827997,20256006,25000,21500,1000,129827997,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION                      0211,10,10,1500,129829497,129829497,129829497,20257506,26500,21500,2500,129829497,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION                      0211,10,10,2000,129831497,129831497,129831497,20259506,28500,21500,4500,129831497,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION                      0211,10,10,3000,129834497,129834497,129834497,20262506,31500,21500,7500,129834497,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION                      0211,10,10,3000,129837497,129837497,129837497,20265506,34500,21500,10500,129837497,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION                      0211,10,10,10000,129847497,129847497,129847497,20275506,44500,21500,20500,129847497,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION                      0211,10,10,1000,129848497,129848497,129848497,20276506,45500,21500,21500,129848497,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,2,02 PURCHASE OF SERVICES,216,COMMERCIAL OFF-SHELF COMP SOFTWARE  0216,10,10,613,129849110,129849110,129849110,20277119,46113,613,613,129849110,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES  0250,10,10,12000,129861110,129861110,129861110,20289119,58113,9130883,12000,129861110,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES  0250,10,10,30000,129891110,129891110,129891110,20319119,88113,9130883,42000,129891110,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES  0250,10,10,272855,130163965,130163965,130163965,20591974,360968,9130883,314855,130163965,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES  0250,10,10,743000,130906965,130906965,130906965,21334974,1103968,9130883,1057855,130906965,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES  0250,10,10,5000,130911965,130911965,130911965,21339974,1108968,9130883,1062855,130911965,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES  0250,10,10,608930,131520895,131520895,131520895,21948904,1717898,9130883,1671785,131520895,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
2018,1,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES  0250,10,10,2541761,134062656,134062656,134062656,24490665,4259659,9130883,4213546,134062656,010 GENERAL OPERATING FD,10 MANAGING DIRECTOR
